standardName,state,year,month,period,main,costCenterMain,costCenterMainDesc,name1,name3,name5,obj2,obj3,obj4,obj6,name5desc,obj4desc,obj6desc,gfs2,gfs3,gfs4,gfs2desc,gfs3desc,gfs4Desc,originalBudget,totalBudget,actual
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,21,211,2111,,Banadir Court,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,855672,719797.5,62936
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,21,211,2112,,Banadir Court,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,279600,233000,16900
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,22,221,2211,,Banadir Court,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,36000,36000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,22,221,2213,,Banadir Court,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,22,221,2214,,Banadir Court,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,22,221,2215,,Banadir Court,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,36000,36000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10903,22,221,2216,,Banadir Court,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,21,211,2111,,Appeal Court,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,100224,76782.5,7937
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,21,211,2112,,Appeal Court,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,39600,33000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,22,221,2211,,Appeal Court,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,22,221,2213,,Appeal Court,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,22,221,2214,,Appeal Court,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,22,221,2215,,Appeal Court,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10904,22,221,2216,,Appeal Court,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,21,211,2111,,Judiciary Service Committee,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,75792,63160,5901
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,21,211,2112,,Judiciary Service Committee,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,25200,81000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,22,221,2211,,Judiciary Service Committee,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,22,221,2213,,Judiciary Service Committee,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,22,221,2214,,Judiciary Service Committee,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,22,221,2215,,Judiciary Service Committee,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10905,22,221,2216,,Judiciary Service Committee,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10906,21,211,2112,,Consititutional Court,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,150000,,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10906,22,221,2211,,Consititutional Court,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10906,22,221,2213,,Consititutional Court,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10906,22,221,2214,,Consititutional Court,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,9000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10906,22,221,2215,,Consititutional Court,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,109,10906,22,221,2216,,Consititutional Court,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,21,211,2111,,Supreme Court,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,199440,166200,18507
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,21,211,2112,,Supreme Court,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,127200,166000,10100
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,221,2211,,Supreme Court,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,30000,39000,2500
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,221,2212,,Supreme Court,Rent,,22,221,2212,Use of goods and services,General operating expenses,Rent,,30000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,221,2213,,Supreme Court,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",18000,27000,1500
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,221,2214,,Supreme Court,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,18000,18000,1500
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,221,2215,,Supreme Court,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,30000,30000,2500
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,221,2216,,Supreme Court,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,72000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,110,11001,22,226,2261,,Supreme Court,Other General Expenses,,22,226,2261,Use of goods and services,Other expenses,Other expenses,,72000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,21,211,2111,,Attorney General,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,535140,445950,39864
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,21,211,2112,,Attorney General,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,169200,141000,11200
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,22,221,2211,,Attorney General,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,96000,96000,8000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,22,221,2213,,Attorney General,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",108000,108000,9000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,22,221,2214,,Attorney General,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,36000,36000,3000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,22,221,2215,,Attorney General,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,60000,60000,5000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,111,11101,22,221,2216,,Attorney General,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,21,211,2111,,Solicitor General,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,227784,189820,18747
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,21,211,2112,,Solicitor General,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,58800,49000,4900
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,22,221,2211,,Solicitor General,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,22,221,2213,,Solicitor General,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,22,221,2214,,Solicitor General,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,22,221,2215,,Solicitor General,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,144000,144000,12000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,112,11201,22,221,2216,,Solicitor General,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,21,211,2111,,Auditor General,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,573216,467138.3333,46533
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,21,211,2112,,Auditor General,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,58800,49000,4900
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,22,221,2211,,Auditor General,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,22,221,2213,,Auditor General,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",30000,30000,2500
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,22,221,2214,,Auditor General,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,22,221,2215,,Auditor General,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,24000,24000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,22,221,2216,,Auditor General,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,113,11301,22,225,2255,,Auditor General,Other specialized materials and services,,22,225,2255,Use of goods and services,"Materials, supplies and services",Other specialized materials and services,600000,600000,50000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,21,211,2111,,Ministry of Constitution,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,181632,151360,11451
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,21,211,2112,,Ministry of Constitution,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,156000,130000,11100
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,22,221,2211,,Ministry of Constitution,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,36000,36000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,22,221,2213,,Ministry of Constitution,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,22,221,2214,,Ministry of Constitution,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,22,221,2215,,Ministry of Constitution,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,115,11501,22,221,2216,,Ministry of Constitution,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,36000,36000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11601,21,211,2112,,Boundaries and Federation Commision,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,444000,370000,27000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11601,22,221,2211,,Boundaries and Federation Commision,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,48000,48000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11601,22,221,2213,,Boundaries and Federation Commision,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",36000,36000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11601,22,221,2214,,Boundaries and Federation Commision,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11601,22,221,2215,,Boundaries and Federation Commision,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,48000,48000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11601,22,221,2216,,Boundaries and Federation Commision,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,48000,48000,4000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,21,211,2111,,National Reconciliation Commission ,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,61752,73655,7446
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,21,211,2112,,National Reconciliation Commission ,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,358800,299000,29900
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,22,221,2211,,National Reconciliation Commission ,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,22,221,2213,,National Reconciliation Commission ,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,22,221,2214,,National Reconciliation Commission ,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,22,221,2215,,National Reconciliation Commission ,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11602,22,221,2216,,National Reconciliation Commission ,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,21,211,2111,,National Independent Electoral Commission,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,,5000.166667,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,21,211,2112,,National Independent Electoral Commission,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,444000,587470.6667,58500
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,22,221,2211,,National Independent Electoral Commission,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,132000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,22,221,2213,,National Independent Electoral Commission,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",72000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,22,221,2214,,National Independent Electoral Commission,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,22,221,2215,,National Independent Electoral Commission,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,48000,6000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11603,22,221,2216,,National Independent Electoral Commission,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,48000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11604,21,211,2112,,Human Rights Commision,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,324000,270000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11604,22,221,2211,,Human Rights Commision,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11604,22,221,2213,,Human Rights Commision,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11604,22,221,2214,,Human Rights Commision,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11604,22,221,2215,,Human Rights Commision,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11604,22,221,2216,,Human Rights Commision,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,21,211,2111,,Indep. Constitution Review and Imp. Commission,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,323436,265725.8333,27066
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,21,211,2112,,Indep. Constitution Review and Imp. Commission,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,214800,175333.3333,17900
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,22,221,2211,,Indep. Constitution Review and Imp. Commission,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,22,221,2213,,Indep. Constitution Review and Imp. Commission,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,22,221,2214,,Indep. Constitution Review and Imp. Commission,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,22,221,2215,,Indep. Constitution Review and Imp. Commission,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,12000,12000,1000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11605,22,221,2216,,Indep. Constitution Review and Imp. Commission,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,21,211,2111,,National Civil Service Commission,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,138216,115180,11518
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,21,211,2112,,National Civil Service Commission,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,548400,457000,45700
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,21,213,2131,,National Civil Service Commission,Other employee costs,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,,49400,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,22,221,2211,,National Civil Service Commission,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,24000,24000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,22,221,2213,,National Civil Service Commission,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",18000,18000,3000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,22,221,2215,,National Civil Service Commission,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,18000,18000,3000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,22,221,2216,,National Civil Service Commission,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,12000,12000,2000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,1,Administration,1,116,11606,22,223,2231,,National Civil Service Commission,Consulting and professional fees,,22,225,2251,Use of goods and services,"Materials, supplies and services",Health and hygiene,,,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,21,211,2111,,Ministry of Defence,Wages and salaries in cash,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,338100,281750,21801
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,21,211,2112,,Ministry of Defence,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,432000,360000,12000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,221,2211,,Ministry of Defence,Utilities,,22,221,2211,Use of goods and services,General operating expenses,Utilities,48000,48000,4000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,221,2212,,Ministry of Defence,Rent,,22,221,2212,Use of goods and services,General operating expenses,Rent,24000,24000,4000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,221,2213,,Ministry of Defence,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",30000,30000,5000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,221,2214,,Ministry of Defence,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,18000,18000,3000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,221,2215,,Ministry of Defence,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,42000,42000,7000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,221,2216,,Ministry of Defence,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,72000,72000,6800
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,225,2255,,Ministry of Defence,Other specialized materials and services,,22,225,2255,Use of goods and services,"Materials, supplies and services",Other specialized materials and services,60000,75000,10000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20101,22,226,2261,,Ministry of Defence,Other General Expenses,,22,226,2261,Use of goods and services,Other expenses,Other expenses,,40000,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20102,21,211,2112,,Armed Forces,Allowances,,21,211,2111,Compensation of employees,Wages and salaries,Wages and salaries in cash,18927400,18277500,
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20102,22,221,2213,,Armed Forces,Fuel and lubricants,,22,221,2213,Use of goods and services,General operating expenses,"Fuel, oil and lubricants",720000,720000,60000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20102,22,221,2214,,Armed Forces,Repairs and maintenance ,,22,221,2215,Use of goods and services,General operating expenses,Repairs and maintenance,240000,240000,20000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20102,22,221,2215,,Armed Forces,Office materials and other consumables ,,22,221,2214,Use of goods and services,General operating expenses,Office materials and supplies,60000,60000,5000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Expense,2,Security,2,201,20102,22,221,2216,,Armed Forces,Travel expenses ,,22,221,2216,Use of goods and services,General operating expenses,Travel,24000,24000,2000
